,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
4631,24.0,male,Bachelor,169240.0,1,RENT,10000.0,HOMEIMPROVEMENT,11.14,0.06,2.0,671,No
31936,39.0,male,Associate,84921.0,16,MORTGAGE,12500.0,VENTURE,7.9,0.15,13.0,597,Yes
6864,21.0,male,Associate,87409.0,0,RENT,6000.0,EDUCATION,5.42,0.07,4.0,585,No
12077,23.0,male,Master,96049.0,0,MORTGAGE,3300.0,VENTURE,5.42,0.03,3.0,680,Yes
30759,36.0,female,Associate,77986.0,13,MORTGAGE,9500.0,VENTURE,11.01,0.12,15.0,534,Yes
36971,24.0,female,Master,82289.0,1,MORTGAGE,1000.0,EDUCATION,7.96,0.01,4.0,653,No
15341,21.0,female,Bachelor,68132.0,3,RENT,15000.0,MEDICAL,16.0,0.22,2.0,687,No
191,23.0,male,High School,80868.0,1,RENT,25000.0,EDUCATION,7.9,0.31,4.0,621,No
17636,22.0,male,Master,60455.0,2,OWN,6000.0,VENTURE,8.94,0.1,4.0,577,Yes
13674,21.0,male,Bachelor,41208.0,0,OWN,10000.0,MEDICAL,7.88,0.24,2.0,676,Yes
8205,23.0,female,Associate,32740.0,2,RENT,7500.0,VENTURE,12.73,0.23,4.0,647,No
1368,25.0,female,Bachelor,41269.0,0,RENT,1000.0,DEBTCONSOLIDATION,11.86,0.02,2.0,590,No
33955,43.0,female,Doctorate,78467.0,21,RENT,5000.0,PERSONAL,10.11,0.06,18.0,715,No
503,22.0,female,High School,85089.0,0,RENT,22000.0,EDUCATION,11.36,0.26,4.0,537,No
27031,27.0,female,High School,145079.0,3,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.95,0.17,9.0,650,Yes
15631,22.0,male,Master,106184.0,0,RENT,15000.0,MEDICAL,11.36,0.14,4.0,511,Yes
35963,24.0,male,Associate,43880.0,1,OWN,11284.0,EDUCATION,12.21,0.26,2.0,595,Yes
33442,23.0,male,High School,120930.0,0,MORTGAGE,15000.0,MEDICAL,13.39,0.12,3.0,544,Yes
26505,27.0,female,Bachelor,126666.0,4,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.4,0.05,8.0,597,Yes
20780,28.0,female,High School,52328.0,7,MORTGAGE,15000.0,VENTURE,6.03,0.29,5.0,553,Yes
4857,22.0,male,Associate,44216.0,1,RENT,5000.0,MEDICAL,13.48,0.11,3.0,656,No
12810,23.0,female,Bachelor,50131.0,3,RENT,3000.0,DEBTCONSOLIDATION,11.03,0.06,4.0,678,Yes
14104,24.0,female,Master,120940.0,6,MORTGAGE,3600.0,DEBTCONSOLIDATION,13.23,0.03,2.0,675,Yes
18954,30.0,female,Associate,35958.0,11,RENT,2000.0,MEDICAL,11.48,0.06,10.0,678,No
26534,32.0,male,Associate,127084.0,11,MORTGAGE,20000.0,MEDICAL,6.54,0.16,9.0,611,Yes
32818,26.0,male,Associate,58725.0,6,RENT,2000.0,EDUCATION,11.17,0.03,4.0,631,No
4014,23.0,male,High School,70148.0,2,RENT,4000.0,DEBTCONSOLIDATION,7.75,0.06,2.0,654,Yes
24087,35.0,female,Associate,47804.0,13,RENT,10000.0,MEDICAL,10.25,0.21,5.0,656,No
28328,30.0,female,Bachelor,73089.0,4,OWN,6000.0,DEBTCONSOLIDATION,14.84,0.08,5.0,674,No
42907,24.0,female,High School,40629.0,2,RENT,10800.0,EDUCATION,12.18,0.27,5.0,613,No
41482,23.0,female,High School,47192.0,0,RENT,5000.0,PERSONAL,10.8,0.11,4.0,696,Yes
24832,27.0,female,Associate,93126.0,2,MORTGAGE,5000.0,EDUCATION,11.49,0.05,7.0,632,Yes
39084,22.0,male,Bachelor,22472.0,0,RENT,2500.0,PERSONAL,8.95,0.11,3.0,666,Yes
3023,23.0,male,Associate,43164.0,1,MORTGAGE,15000.0,EDUCATION,18.43,0.35,2.0,577,No
37455,24.0,male,Associate,145016.0,2,MORTGAGE,10000.0,PERSONAL,10.21,0.07,4.0,625,Yes
37386,25.0,male,Bachelor,81247.0,0,RENT,12000.0,EDUCATION,6.69,0.15,3.0,701,No
38006,33.0,male,Bachelor,47756.0,10,RENT,4500.0,HOMEIMPROVEMENT,6.6,0.09,6.0,679,Yes
41019,29.0,male,Master,63625.0,2,MORTGAGE,2066.0,VENTURE,12.62,0.03,6.0,657,Yes
40056,23.0,male,High School,61178.0,0,RENT,7000.0,EDUCATION,8.12,0.11,3.0,571,Yes
29563,40.0,female,High School,76433.0,20,RENT,13050.0,HOMEIMPROVEMENT,11.48,0.17,15.0,539,No
36418,24.0,female,Bachelor,116728.0,0,MORTGAGE,5000.0,VENTURE,10.6,0.04,4.0,718,No
22120,27.0,female,Master,48830.0,0,RENT,6500.0,VENTURE,9.63,0.13,7.0,689,Yes
41263,25.0,female,Master,60914.0,4,MORTGAGE,21939.0,HOMEIMPROVEMENT,10.93,0.36,7.0,637,Yes
12568,25.0,female,Bachelor,100598.0,2,MORTGAGE,13000.0,HOMEIMPROVEMENT,10.99,0.13,2.0,656,No
1246,22.0,female,High School,54957.0,0,RENT,16000.0,DEBTCONSOLIDATION,10.59,0.29,4.0,597,No
35314,27.0,female,Associate,68343.0,6,RENT,14000.0,MEDICAL,10.94,0.2,7.0,711,Yes
31232,42.0,female,Bachelor,78231.0,20,MORTGAGE,30000.0,MEDICAL,19.03,0.38,17.0,640,No
35488,23.0,female,High School,46628.0,0,RENT,2410.0,MEDICAL,13.61,0.05,4.0,632,No
34036,31.0,male,Master,80176.0,8,RENT,5000.0,MEDICAL,8.17,0.06,9.0,684,Yes
36872,29.0,female,Associate,221605.0,4,MORTGAGE,15000.0,VENTURE,15.34,0.07,7.0,713,No
10622,24.0,female,Associate,84279.0,1,MORTGAGE,10000.0,VENTURE,7.66,0.12,4.0,616,Yes
15326,24.0,male,Associate,156813.0,1,MORTGAGE,18500.0,EDUCATION,11.01,0.12,2.0,612,Yes
42494,23.0,male,Bachelor,73300.0,0,RENT,25504.0,EDUCATION,10.99,0.35,4.0,667,No
2977,23.0,male,Bachelor,24907.0,0,RENT,3200.0,PERSONAL,7.14,0.13,4.0,616,Yes
21250,27.0,female,Bachelor,58516.0,6,RENT,5250.0,MEDICAL,15.27,0.09,6.0,640,Yes
11431,25.0,male,Associate,72846.0,1,RENT,10000.0,HOMEIMPROVEMENT,12.09,0.14,2.0,657,Yes
30060,36.0,male,High School,70521.0,15,RENT,5000.0,VENTURE,6.62,0.07,16.0,627,Yes
12833,22.0,female,Bachelor,43941.0,0,RENT,3000.0,HOMEIMPROVEMENT,10.37,0.07,3.0,618,No
22647,29.0,male,Associate,69224.0,6,MORTGAGE,10000.0,VENTURE,11.01,0.14,5.0,594,Yes
25558,28.0,male,Associate,101702.0,5,RENT,12000.0,PERSONAL,11.71,0.12,8.0,639,No
32978,36.0,male,Bachelor,45229.0,14,RENT,6000.0,MEDICAL,11.32,0.13,8.0,709,Yes
37817,25.0,male,Associate,120640.0,1,MORTGAGE,10000.0,VENTURE,6.26,0.08,3.0,562,No
40460,30.0,female,Bachelor,37062.0,6,RENT,8000.0,EDUCATION,13.35,0.22,9.0,660,Yes
39178,25.0,female,Master,46952.0,6,MORTGAGE,15156.0,DEBTCONSOLIDATION,14.22,0.32,3.0,623,No
2201,24.0,male,High School,43155.0,2,RENT,13400.0,MEDICAL,11.01,0.31,3.0,622,No
34317,30.0,male,High School,122227.0,9,MORTGAGE,16000.0,VENTURE,7.13,0.13,6.0,646,Yes
35658,34.0,male,Associate,576590.0,9,MORTGAGE,14929.0,DEBTCONSOLIDATION,14.59,0.03,9.0,651,No
24939,30.0,male,Master,83609.0,8,RENT,11200.0,EDUCATION,12.42,0.13,6.0,710,No
35103,30.0,male,Associate,31939.0,8,RENT,6500.0,MEDICAL,11.65,0.2,10.0,619,No
31668,40.0,female,Master,31302.0,17,OWN,8500.0,VENTURE,7.51,0.27,11.0,631,Yes
12416,26.0,female,High School,98355.0,7,MORTGAGE,9600.0,HOMEIMPROVEMENT,7.29,0.1,2.0,545,Yes
28585,27.0,male,Bachelor,85263.0,6,RENT,9000.0,MEDICAL,7.88,0.11,5.0,694,No
21378,33.0,male,High School,44247.0,8,RENT,5600.0,PERSONAL,11.99,0.13,7.0,665,No
31874,37.0,male,Master,223137.0,17,MORTGAGE,4000.0,VENTURE,10.0,0.02,11.0,659,No
44265,32.0,male,Associate,53875.0,8,RENT,5000.0,MEDICAL,18.08,0.09,5.0,719,No
42823,27.0,female,Associate,71850.0,5,RENT,15000.0,DEBTCONSOLIDATION,9.89,0.21,6.0,658,No
42045,25.0,female,Bachelor,91086.0,1,MORTGAGE,7000.0,PERSONAL,10.77,0.08,4.0,619,Yes
20901,30.0,male,Associate,53807.0,8,MORTGAGE,11000.0,HOMEIMPROVEMENT,8.0,0.2,5.0,634,No
12318,23.0,male,Associate,97200.0,0,MORTGAGE,20000.0,VENTURE,14.96,0.21,3.0,515,Yes
34344,30.0,female,Bachelor,64832.0,8,RENT,15000.0,PERSONAL,9.08,0.23,10.0,637,Yes
3417,21.0,male,Associate,105320.0,0,RENT,11000.0,MEDICAL,11.58,0.1,2.0,630,Yes
43703,29.0,female,High School,41751.0,3,RENT,8000.0,MEDICAL,13.0,0.19,10.0,532,No
43652,24.0,male,Bachelor,40645.0,3,RENT,6000.0,DEBTCONSOLIDATION,14.16,0.15,4.0,682,No
4632,24.0,female,Master,51480.0,2,MORTGAGE,4900.0,EDUCATION,6.03,0.1,4.0,634,Yes
17628,25.0,male,High School,93490.0,5,MORTGAGE,7200.0,DEBTCONSOLIDATION,18.53,0.08,2.0,540,No
34518,25.0,male,Bachelor,39577.0,1,RENT,4500.0,PERSONAL,7.39,0.11,2.0,714,Yes
24796,27.0,male,Associate,103294.0,5,RENT,10000.0,PERSONAL,10.51,0.1,7.0,615,Yes
44300,26.0,female,Bachelor,37119.0,5,RENT,5000.0,DEBTCONSOLIDATION,9.23,0.13,4.0,657,No
33743,31.0,male,Master,74480.0,8,RENT,6000.0,HOMEIMPROVEMENT,10.6,0.08,6.0,620,No
1023,21.0,female,Bachelor,82727.0,0,RENT,18000.0,EDUCATION,10.65,0.22,2.0,625,No
16918,23.0,male,High School,77922.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,15.62,0.15,4.0,647,No
24841,28.0,female,Associate,93232.0,1,MORTGAGE,2600.0,DEBTCONSOLIDATION,11.71,0.03,5.0,654,Yes
19276,32.0,male,Associate,38891.0,9,OWN,3400.0,MEDICAL,13.16,0.09,8.0,590,Yes
24162,27.0,male,Master,85266.0,2,MORTGAGE,1300.0,MEDICAL,5.79,0.02,9.0,655,Yes
41132,28.0,male,High School,135285.0,6,MORTGAGE,15000.0,EDUCATION,11.69,0.11,8.0,586,No
36633,25.0,male,High School,252700.0,2,MORTGAGE,12646.0,PERSONAL,11.5,0.05,4.0,581,Yes
34768,57.0,male,Associate,105209.0,35,RENT,15000.0,HOMEIMPROVEMENT,8.41,0.14,22.0,629,Yes
28854,34.0,female,Bachelor,73259.0,11,RENT,8500.0,PERSONAL,10.65,0.12,8.0,464,Yes
19201,27.0,male,High School,142952.0,9,RENT,13425.0,PERSONAL,15.99,0.09,10.0,549,No
4469,25.0,male,Associate,49567.0,1,MORTGAGE,8000.0,HOMEIMPROVEMENT,5.79,0.16,2.0,646,Yes
10277,22.0,female,High School,80404.0,3,MORTGAGE,20000.0,PERSONAL,10.25,0.25,4.0,636,Yes
30050,43.0,female,Associate,56022.0,18,RENT,5000.0,EDUCATION,10.38,0.09,14.0,684,No
29216,37.0,male,High School,117692.0,19,RENT,25000.0,HOMEIMPROVEMENT,19.41,0.21,11.0,698,Yes
5243,21.0,male,Associate,32204.0,0,RENT,8875.0,EDUCATION,15.62,0.28,3.0,691,No
44856,26.0,male,Bachelor,15393.0,2,RENT,1000.0,MEDICAL,14.52,0.06,7.0,553,No
23691,33.0,female,Bachelor,150927.0,12,RENT,9100.0,PERSONAL,7.88,0.06,8.0,658,Yes
25439,29.0,female,High School,85978.0,6,RENT,12000.0,MEDICAL,11.01,0.14,5.0,647,No
13505,26.0,male,Associate,112130.0,2,MORTGAGE,1500.0,EDUCATION,9.63,0.01,2.0,551,Yes
38899,24.0,male,Bachelor,63396.0,0,RENT,12000.0,EDUCATION,14.78,0.19,3.0,656,No
29959,50.0,male,Bachelor,41760.0,30,RENT,5000.0,VENTURE,5.79,0.12,12.0,613,Yes
10592,26.0,male,Associate,83672.0,4,MORTGAGE,6000.0,MEDICAL,7.14,0.07,3.0,652,Yes
21696,28.0,male,High School,60885.0,6,MORTGAGE,6000.0,PERSONAL,15.99,0.1,9.0,653,Yes
27286,27.0,female,High School,75030.0,3,RENT,15000.0,VENTURE,15.21,0.2,6.0,675,No
4451,23.0,male,Associate,54705.0,4,RENT,4800.0,PERSONAL,13.98,0.09,2.0,644,Yes
19029,32.0,female,Associate,36740.0,10,MORTGAGE,9000.0,VENTURE,5.42,0.24,9.0,686,Yes
36406,25.0,female,Associate,127756.0,3,MORTGAGE,25000.0,EDUCATION,7.51,0.2,6.0,674,Yes
32595,25.0,female,High School,84785.0,1,RENT,10000.0,EDUCATION,9.76,0.12,3.0,650,Yes
4241,25.0,male,Associate,53098.0,3,RENT,4500.0,MEDICAL,6.76,0.08,2.0,628,No
41244,29.0,female,Bachelor,61092.0,5,MORTGAGE,4000.0,DEBTCONSOLIDATION,12.32,0.07,8.0,701,Yes
3806,25.0,male,Bachelor,36806.0,0,RENT,4000.0,EDUCATION,9.76,0.11,3.0,654,No
16100,24.0,male,High School,43984.0,0,RENT,6000.0,VENTURE,14.96,0.14,3.0,501,Yes
7354,22.0,male,Bachelor,76758.0,0,RENT,6500.0,DEBTCONSOLIDATION,11.86,0.08,2.0,672,No
21364,29.0,female,High School,58049.0,2,MORTGAGE,3500.0,VENTURE,8.9,0.06,9.0,681,Yes
29831,42.0,female,Associate,48939.0,19,MORTGAGE,2500.0,HOMEIMPROVEMENT,5.42,0.05,12.0,713,Yes
568,26.0,male,Associate,150692.0,7,RENT,21000.0,HOMEIMPROVEMENT,8.9,0.14,2.0,534,No
40764,38.0,male,Associate,67074.0,16,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.82,0.18,14.0,702,No
44084,26.0,male,High School,75172.0,0,MORTGAGE,19292.0,MEDICAL,11.45,0.26,2.0,581,No
16088,23.0,female,Bachelor,193086.0,0,MORTGAGE,12000.0,PERSONAL,5.42,0.06,4.0,548,Yes
28382,28.0,male,Associate,77892.0,4,MORTGAGE,20000.0,PERSONAL,12.69,0.26,8.0,608,Yes
6022,24.0,female,Bachelor,31246.0,2,RENT,5625.0,DEBTCONSOLIDATION,12.68,0.18,4.0,687,No
30646,43.0,female,Associate,72850.0,20,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.88,0.14,16.0,629,No
8621,25.0,male,Associate,34920.0,1,RENT,8000.0,DEBTCONSOLIDATION,14.65,0.23,4.0,655,Yes
11749,24.0,male,Bachelor,96930.0,1,RENT,10000.0,VENTURE,11.14,0.1,4.0,683,Yes
22549,28.0,female,Bachelor,67811.0,6,MORTGAGE,20000.0,MEDICAL,11.01,0.29,8.0,661,Yes
30398,48.0,female,High School,65937.0,26,MORTGAGE,2000.0,HOMEIMPROVEMENT,5.99,0.03,16.0,666,Yes
37432,28.0,male,High School,51420.0,4,MORTGAGE,14796.0,VENTURE,10.34,0.29,8.0,697,Yes
38095,36.0,male,Bachelor,173413.0,14,MORTGAGE,7575.0,MEDICAL,15.04,0.04,16.0,722,No
7252,22.0,female,High School,36588.0,0,RENT,6300.0,VENTURE,13.22,0.17,3.0,637,Yes
25918,28.0,female,High School,20967.0,4,RENT,2500.0,PERSONAL,6.99,0.12,10.0,668,No
25738,27.0,male,High School,63402.0,2,RENT,12250.0,PERSONAL,11.36,0.19,5.0,595,No
38699,34.0,male,Bachelor,82652.0,13,MORTGAGE,15000.0,PERSONAL,11.77,0.18,5.0,678,Yes
29962,49.0,male,Associate,51301.0,27,MORTGAGE,16750.0,EDUCATION,10.99,0.33,12.0,580,Yes
37078,33.0,male,Bachelor,58289.0,12,RENT,7800.0,PERSONAL,9.93,0.13,8.0,649,Yes
6183,26.0,female,Bachelor,58496.0,6,MORTGAGE,4000.0,VENTURE,11.01,0.07,2.0,630,No
28774,29.0,female,Bachelor,111433.0,4,MORTGAGE,10000.0,MEDICAL,9.63,0.09,9.0,633,Yes
25706,30.0,male,Master,181029.0,8,RENT,12000.0,DEBTCONSOLIDATION,7.29,0.07,7.0,690,No
20128,29.0,male,Bachelor,35107.0,1,RENT,4000.0,DEBTCONSOLIDATION,10.59,0.11,10.0,676,Yes
41596,24.0,female,Associate,90986.0,1,MORTGAGE,5405.0,PERSONAL,9.13,0.06,4.0,678,No
14982,22.0,male,Master,62142.0,0,RENT,15000.0,DEBTCONSOLIDATION,11.11,0.24,4.0,650,No
40540,27.0,female,Associate,25052.0,7,RENT,5500.0,PERSONAL,7.43,0.22,8.0,695,Yes
42192,28.0,male,Bachelor,39702.0,4,RENT,10234.0,MEDICAL,7.36,0.26,8.0,615,No
22046,27.0,male,Bachelor,63265.0,2,MORTGAGE,8000.0,DEBTCONSOLIDATION,8.9,0.13,10.0,696,Yes
43153,26.0,male,High School,84544.0,4,RENT,22336.0,EDUCATION,17.51,0.26,3.0,647,No
36543,23.0,male,Bachelor,67065.0,1,MORTGAGE,8000.0,EDUCATION,7.49,0.12,4.0,515,Yes
15395,22.0,female,Associate,79017.0,0,RENT,15000.0,MEDICAL,11.36,0.19,3.0,588,Yes
14627,25.0,male,High School,133193.0,2,MORTGAGE,8000.0,EDUCATION,7.14,0.06,4.0,680,No
7797,21.0,male,Associate,48823.0,0,RENT,7000.0,EDUCATION,14.96,0.14,2.0,688,No
33449,31.0,female,Associate,169052.0,9,RENT,20000.0,EDUCATION,10.62,0.12,9.0,563,No
10385,25.0,female,Bachelor,31286.0,0,RENT,10000.0,DEBTCONSOLIDATION,7.66,0.32,4.0,609,No
35047,25.0,female,High School,33503.0,2,RENT,2430.0,EDUCATION,10.97,0.07,4.0,655,Yes
31788,40.0,male,High School,171573.0,21,MORTGAGE,25000.0,PERSONAL,15.31,0.15,14.0,686,Yes
39581,25.0,female,High School,57091.0,0,MORTGAGE,15000.0,MEDICAL,8.91,0.26,5.0,596,Yes
32713,25.0,female,Associate,33212.0,2,OWN,7300.0,MEDICAL,11.37,0.22,4.0,620,Yes
1119,21.0,male,High School,30833.0,0,OWN,7000.0,EDUCATION,15.58,0.23,2.0,656,Yes
24857,29.0,female,Associate,53492.0,9,RENT,10200.0,EDUCATION,10.2,0.19,8.0,603,Yes
10875,23.0,female,High School,84920.0,2,MORTGAGE,4400.0,DEBTCONSOLIDATION,6.76,0.05,4.0,574,Yes
19607,27.0,female,Associate,43150.0,6,OWN,14000.0,EDUCATION,7.49,0.32,8.0,605,Yes
5813,23.0,male,High School,57227.0,4,MORTGAGE,13000.0,PERSONAL,8.59,0.23,2.0,672,No
16320,24.0,male,High School,73525.0,4,RENT,7000.0,DEBTCONSOLIDATION,8.59,0.1,4.0,543,Yes
6171,23.0,female,High School,31051.0,1,RENT,6000.0,VENTURE,7.51,0.19,2.0,618,No
31950,38.0,male,Bachelor,67073.0,17,MORTGAGE,11700.0,DEBTCONSOLIDATION,7.66,0.17,13.0,703,Yes
11781,25.0,male,Bachelor,101952.0,5,RENT,10000.0,HOMEIMPROVEMENT,13.49,0.1,2.0,713,Yes
4789,26.0,male,Associate,44195.0,0,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.49,0.14,2.0,682,No
3501,24.0,female,Associate,51120.0,0,RENT,10600.0,PERSONAL,13.16,0.21,4.0,637,No
32336,52.0,male,High School,103180.0,29,RENT,1000.0,MEDICAL,8.9,0.01,28.0,642,Yes
22396,34.0,male,Bachelor,66746.0,8,MORTGAGE,7000.0,EDUCATION,13.49,0.1,10.0,679,No
16715,25.0,female,Associate,48951.0,2,RENT,5600.0,EDUCATION,14.61,0.11,2.0,668,No
32696,30.0,female,Associate,151020.0,6,RENT,3069.0,EDUCATION,12.74,0.02,7.0,632,Yes
15386,23.0,male,High School,159689.0,0,MORTGAGE,9600.0,DEBTCONSOLIDATION,7.14,0.06,3.0,648,No
16750,24.0,male,High School,52540.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,16.89,0.19,4.0,642,No
27493,35.0,female,Bachelor,173681.0,11,MORTGAGE,35000.0,EDUCATION,11.01,0.2,9.0,477,Yes
41860,27.0,female,Master,43140.0,2,MORTGAGE,8575.0,VENTURE,14.24,0.2,6.0,669,No
37883,37.0,male,Bachelor,51543.0,17,RENT,2000.0,DEBTCONSOLIDATION,14.28,0.04,15.0,638,Yes
42322,26.0,female,High School,51277.0,0,MORTGAGE,3195.0,DEBTCONSOLIDATION,15.44,0.06,3.0,656,No
1910,21.0,male,Associate,48896.0,0,RENT,2000.0,EDUCATION,14.72,0.04,3.0,647,No
15151,21.0,male,High School,136356.0,0,MORTGAGE,16000.0,EDUCATION,13.48,0.12,2.0,602,No
30548,36.0,male,High School,63612.0,14,MORTGAGE,1500.0,PERSONAL,11.36,0.02,17.0,698,No
42184,25.0,male,Associate,80593.0,1,RENT,9781.0,MEDICAL,12.41,0.12,5.0,681,No
20488,35.0,male,Associate,40637.0,17,RENT,4800.0,HOMEIMPROVEMENT,13.23,0.12,9.0,711,No
1990,23.0,male,Associate,37093.0,3,MORTGAGE,10000.0,EDUCATION,7.66,0.27,3.0,646,Yes
28609,27.0,male,Master,90833.0,3,MORTGAGE,7500.0,PERSONAL,8.9,0.08,10.0,594,Yes
4906,24.0,female,Associate,48690.0,0,RENT,5000.0,MEDICAL,14.22,0.1,4.0,582,Yes
17817,26.0,male,High School,41690.0,0,RENT,7500.0,VENTURE,7.9,0.18,4.0,570,Yes
6746,24.0,male,High School,85312.0,0,RENT,7125.0,VENTURE,6.92,0.08,2.0,669,No
11996,24.0,male,Master,94374.0,4,MORTGAGE,14500.0,PERSONAL,7.51,0.15,4.0,616,No
42430,26.0,female,High School,47738.0,2,RENT,8000.0,DEBTCONSOLIDATION,12.32,0.17,4.0,624,No
32542,67.0,male,Associate,241126.0,45,MORTGAGE,3000.0,PERSONAL,10.28,0.01,26.0,708,No
37952,35.0,male,Bachelor,234503.0,11,MORTGAGE,5965.0,VENTURE,7.01,0.03,11.0,654,No
37317,27.0,male,Bachelor,22749.0,5,RENT,2678.0,PERSONAL,9.96,0.12,5.0,682,No
41493,25.0,male,High School,51740.0,0,RENT,5000.0,MEDICAL,5.63,0.1,3.0,618,Yes
19216,29.0,male,Master,34698.0,2,RENT,13200.0,MEDICAL,6.17,0.38,10.0,671,No
28138,33.0,female,Bachelor,52646.0,12,RENT,8200.0,VENTURE,7.88,0.16,9.0,599,Yes
10776,22.0,male,Associate,85004.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,5.42,0.07,2.0,690,No
3312,22.0,male,Bachelor,44281.0,0,RENT,3600.0,EDUCATION,12.99,0.08,2.0,657,Yes
22081,35.0,female,High School,262431.0,13,RENT,7000.0,DEBTCONSOLIDATION,14.11,0.03,9.0,479,No
12101,23.0,male,Associate,48862.0,0,OWN,3000.0,EDUCATION,7.66,0.06,3.0,573,Yes
8449,24.0,male,Associate,70788.0,0,MORTGAGE,15700.0,DEBTCONSOLIDATION,7.9,0.22,3.0,632,Yes
34522,25.0,female,Bachelor,76739.0,3,RENT,3873.0,EDUCATION,11.84,0.05,4.0,612,Yes
7344,22.0,female,Master,64082.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,15.23,0.12,3.0,589,No
16762,22.0,male,High School,65893.0,1,RENT,3200.0,HOMEIMPROVEMENT,16.49,0.05,2.0,612,No
24353,29.0,male,Associate,87411.0,7,MORTGAGE,10800.0,EDUCATION,6.99,0.12,8.0,561,Yes
7889,24.0,male,Bachelor,47802.0,5,RENT,7000.0,PERSONAL,14.42,0.15,4.0,596,No
3348,24.0,female,High School,44065.0,2,MORTGAGE,2000.0,VENTURE,14.96,0.05,2.0,673,No
18565,33.0,male,Master,72999.0,11,RENT,18000.0,HOMEIMPROVEMENT,8.49,0.25,5.0,659,Yes
27414,28.0,male,Bachelor,169051.0,6,OWN,17600.0,EDUCATION,12.42,0.1,6.0,508,Yes
20844,27.0,female,High School,53035.0,4,MORTGAGE,10800.0,EDUCATION,10.99,0.2,6.0,688,Yes
44419,24.0,male,Associate,56441.0,1,RENT,15245.0,DEBTCONSOLIDATION,12.54,0.27,3.0,622,No
14262,24.0,male,High School,124712.0,2,MORTGAGE,16000.0,DEBTCONSOLIDATION,7.88,0.13,2.0,541,Yes
10540,23.0,female,Master,40470.0,0,RENT,10000.0,EDUCATION,14.65,0.25,3.0,676,No
40022,25.0,female,Bachelor,67010.0,4,RENT,4000.0,MEDICAL,12.05,0.06,4.0,663,Yes
10665,26.0,female,Doctorate,46436.0,2,RENT,10000.0,EDUCATION,14.91,0.22,3.0,692,No
10968,24.0,female,Bachelor,84954.0,4,MORTGAGE,7500.0,MEDICAL,8.32,0.09,2.0,622,No
44850,31.0,female,High School,92212.0,10,RENT,24893.0,PERSONAL,20.0,0.27,8.0,658,No
36657,26.0,male,High School,144944.0,2,MORTGAGE,25000.0,EDUCATION,10.86,0.17,3.0,594,Yes
8334,22.0,female,Associate,62377.0,0,RENT,7500.0,EDUCATION,11.01,0.12,4.0,589,Yes
14678,23.0,male,Bachelor,134332.0,1,MORTGAGE,8350.0,MEDICAL,11.89,0.06,2.0,676,No
3705,25.0,female,Master,24152.0,6,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.17,3.0,649,No
8675,23.0,female,Associate,37295.0,0,RENT,8000.0,PERSONAL,14.65,0.21,2.0,614,Yes
13066,21.0,male,Associate,106129.0,0,MORTGAGE,25000.0,PERSONAL,13.98,0.24,3.0,672,Yes
13121,22.0,female,High School,107046.0,3,MORTGAGE,19000.0,VENTURE,14.61,0.18,3.0,592,Yes
34117,27.0,female,Associate,63455.0,7,RENT,11037.0,MEDICAL,10.49,0.17,9.0,684,Yes
29683,49.0,female,High School,28851.0,25,RENT,3250.0,PERSONAL,15.21,0.11,12.0,681,No
24944,35.0,male,High School,100589.0,14,RENT,11200.0,PERSONAL,10.65,0.11,10.0,647,No
4461,23.0,male,Master,50056.0,0,MORTGAGE,10400.0,MEDICAL,10.0,0.21,2.0,605,Yes
38691,22.0,male,Bachelor,67074.0,0,RENT,6000.0,DEBTCONSOLIDATION,8.9,0.09,4.0,699,Yes
20340,32.0,female,Master,63679.0,12,RENT,4400.0,PERSONAL,11.01,0.07,5.0,709,No
40399,34.0,male,High School,361181.0,10,MORTGAGE,24360.0,MEDICAL,12.37,0.07,12.0,610,Yes
13955,25.0,male,Associate,70717.0,4,RENT,14000.0,MEDICAL,12.61,0.2,3.0,689,No
32022,38.0,female,Associate,89972.0,17,MORTGAGE,18000.0,DEBTCONSOLIDATION,14.35,0.2,17.0,537,Yes
36582,27.0,female,High School,271260.0,3,MORTGAGE,24699.0,VENTURE,11.52,0.09,6.0,614,Yes
30079,44.0,male,Associate,66074.0,21,RENT,5000.0,MEDICAL,12.61,0.08,14.0,632,No
30183,37.0,male,Associate,33537.0,12,RENT,6000.0,VENTURE,10.37,0.18,12.0,637,Yes
44677,28.0,male,Associate,68165.0,7,MORTGAGE,8000.0,MEDICAL,11.93,0.12,5.0,589,No
31647,41.0,male,Doctorate,142960.0,18,MORTGAGE,28000.0,MEDICAL,11.71,0.2,13.0,707,No
7088,22.0,female,High School,72916.0,1,RENT,7000.0,EDUCATION,6.91,0.1,2.0,690,No
